"frame","measurement","target","pair","left","right","rdm","se","z","rsa_category","rsa_category_se","residual_df","residual_effective_dimension"
"whole","whole_brain","null",1,"cond1_faceA","cond2_faceB",0.00344663554276556,0.0140446628195944,0.24540536053005,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",2,"cond1_faceA","cond3_houseA",0.265029169445236,0.0140446628195944,18.8704544103032,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",3,"cond1_faceA","cond4_houseB",0.217497813645427,0.0140446628195944,15.486154166833,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",4,"cond1_faceA","cond5_toolA",0.36473365822618,0.0140446628195944,25.9695560449712,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",5,"cond1_faceA","cond6_toolB",0.334888206619194,0.0140446628195944,23.8445173743848,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",6,"cond2_faceB","cond3_houseA",0.198956418885453,0.0140446628195944,14.165980446884,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",7,"cond2_faceB","cond4_houseB",0.146567006513724,0.0140446628195944,10.4357796549762,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",8,"cond2_faceB","cond5_toolA",0.257200348066278,0.0140446628195944,18.3130311756182,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",9,"cond2_faceB","cond6_toolB",0.226377334644218,0.0140446628195944,16.1183887112183,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",10,"cond3_houseA","cond4_houseB",-0.00442132114250717,0.0140446628195944,-0.314804363714504,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",11,"cond3_houseA","cond5_toolA",0.0757968836762863,0.0140446628195944,5.39684609377296,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",12,"cond3_houseA","cond6_toolB",0.0926978555723801,0.0140446628195944,6.60021936895864,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",13,"cond4_houseB","cond5_toolA",0.18060281680054,0.0140446628195944,12.8591778329183,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",14,"cond4_houseB","cond6_toolB",0.161956212500458,0.0140446628195944,11.5315130438379,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","null",15,"cond5_toolA","cond6_toolB",0.0323408098595816,0.0140446628195944,2.30271173291973,0.117308067384136,0.00860056437936119,168,52.8087797619048
"whole","whole_brain","plugin",1,"cond1_faceA","cond2_faceB",0.00344663554276556,0.0293935074716351,0.117258396130219,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",2,"cond1_faceA","cond3_houseA",0.265029169445236,0.0493091183858747,5.37485110504748,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",3,"cond1_faceA","cond4_houseB",0.217497813645427,0.0473125134485618,4.59704627364366,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",4,"cond1_faceA","cond5_toolA",0.36473365822618,0.0550006042632117,6.63144820156348,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",5,"cond1_faceA","cond6_toolB",0.334888206619194,0.0541024502469382,6.18988983106447,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",6,"cond2_faceB","cond3_houseA",0.198956418885453,0.0448083171418693,4.44016717377557,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",7,"cond2_faceB","cond4_houseB",0.146567006513724,0.0411258045137792,3.56386964939779,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",8,"cond2_faceB","cond5_toolA",0.257200348066278,0.048319660538655,5.32289228026595,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",9,"cond2_faceB","cond6_toolB",0.226377334644218,0.0465202298568362,4.866212728116,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",10,"cond3_houseA","cond4_houseB",-0.00442132114250717,0.0268520741840027,-0.164654734387007,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",11,"cond3_houseA","cond5_toolA",0.0757968836762863,0.0353702827652375,2.14295385138342,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",12,"cond3_houseA","cond6_toolB",0.0926978555723801,0.0384016094273232,2.41390548351405,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",13,"cond4_houseB","cond5_toolA",0.18060281680054,0.0429442693672824,4.20551611335911,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",14,"cond4_houseB","cond6_toolB",0.161956212500458,0.0434497431610176,3.72743774112254,0.117308067384136,0.0266969397581799,168,52.8087797619048
"whole","whole_brain","plugin",15,"cond5_toolA","cond6_toolB",0.0323408098595816,0.0298766133273153,1.08247911184811,0.117308067384136,0.0266969397581799,168,52.8087797619048
"regions","roiA","null",1,"cond1_faceA","cond2_faceB",0.0441933374398414,0.0359374271686145,1.22973014268637,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",2,"cond1_faceA","cond3_houseA",0.775772988293818,0.0359374271686145,21.5867703788025,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",3,"cond1_faceA","cond4_houseB",0.56122407422742,0.0359374271686145,15.6167015405476,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",4,"cond1_faceA","cond5_toolA",1.27978392506361,0.0359374271686145,35.6114509549891,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",5,"cond1_faceA","cond6_toolB",1.28383647081185,0.0359374271686145,35.7242176739093,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",6,"cond2_faceB","cond3_houseA",0.438885119968121,0.0359374271686145,12.2124802621212,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",7,"cond2_faceB","cond4_houseB",0.336163884347401,0.0359374271686145,9.35414443471861,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",8,"cond2_faceB","cond5_toolA",0.707586968398889,0.0359374271686145,19.6894164147858,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",9,"cond2_faceB","cond6_toolB",0.689236106345509,0.0359374271686145,19.1787826967047,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",10,"cond3_houseA","cond4_houseB",-0.0413308226563718,0.0359374271686145,-1.15007739598197,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",11,"cond3_houseA","cond5_toolA",0.395223983862729,0.0359374271686145,10.9975592300579,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",12,"cond3_houseA","cond6_toolB",0.416185957390076,0.0359374271686145,11.5808501103147,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",13,"cond4_houseB","cond5_toolA",0.470197120539533,0.0359374271686145,13.0837724785756,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",14,"cond4_houseB","cond6_toolB",0.548611922365155,0.0359374271686145,15.2657539948847,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiA","null",15,"cond5_toolA","cond6_toolB",0.0088698888203805,0.0359374271686145,0.246814797808534,0.45364394483809,0.0220070898078847,168,14.6421571394816
"regions","roiB","null",1,"cond1_faceA","cond2_faceB",0.0864502169134829,0.0417923675519855,2.06856471593641,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",2,"cond1_faceA","cond3_houseA",-0.0326753167867606,0.0417923675519855,-0.781848904494722,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",3,"cond1_faceA","cond4_houseB",0.0476450728830211,0.0417923675519855,1.14004244492144,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",4,"cond1_faceA","cond5_toolA",0.219160897855911,0.0417923675519855,5.24404121358517,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",5,"cond1_faceA","cond6_toolB",0.288678968416965,0.0417923675519855,6.90745667992793,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",6,"cond2_faceB","cond3_houseA",0.0332022880079941,0.0417923675519855,0.79445817389249,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",7,"cond2_faceB","cond4_houseB",-0.03334700220447,0.0417923675519855,-0.797920868277916,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",8,"cond2_faceB","cond5_toolA",0.192521836593963,0.0417923675519855,4.60662670891965,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",9,"cond2_faceB","cond6_toolB",0.162482586676552,0.0417923675519855,3.88785312233006,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",10,"cond3_houseA","cond4_houseB",0.0224541440920421,0.0417923675519855,0.537278584758604,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",11,"cond3_houseA","cond5_toolA",0.0902691090781157,0.0417923675519855,2.15994245757506,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",12,"cond3_houseA","cond6_toolB",0.144853617266927,0.0417923675519855,3.46603042018962,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",13,"cond4_houseB","cond5_toolA",0.165541587146071,0.0417923675519855,3.96104831678067,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",14,"cond4_houseB","cond6_toolB",0.102129359350829,0.0417923675519855,2.44373232083084,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiB","null",15,"cond5_toolA","cond6_toolB",0.0334645613149987,0.0417923675519855,0.800733800815955,0.0782421107703111,0.0255924939113032,168,12.1945815091238
"regions","roiC","null",1,"cond1_faceA","cond2_faceB",-0.0173551596521373,0.0440585682668141,-0.393911112749653,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",2,"cond1_faceA","cond3_houseA",0.0423761244033525,0.0440585682668141,0.961813469442019,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",3,"cond1_faceA","cond4_houseB",-0.0207503393107774,0.0440585682668141,-0.470971711679679,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",4,"cond1_faceA","cond5_toolA",0.0228121592740867,0.0440585682668141,0.51776896461861,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",5,"cond1_faceA","cond6_toolB",-0.029789412608706,0.0440585682668141,-0.676132107341855,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",6,"cond2_faceB","cond3_houseA",0.0158370725651183,0.0440585682668141,0.359454997929363,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",7,"cond2_faceB","cond4_houseB",0.0474403859605992,0.0440585682668141,1.07675732160213,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",8,"cond2_faceB","cond5_toolA",-0.0099410832479009,0.0440585682668141,-0.225633370283363,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",9,"cond2_faceB","cond6_toolB",0.0310324439932757,0.0440585682668141,0.704345266177204,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",10,"cond3_houseA","cond4_houseB",0.00876093070256252,0.0440585682668141,0.198847376281209,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",11,"cond3_houseA","cond5_toolA",0.000180659258863212,0.0440585682668141,0.00410043417137748,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",12,"cond3_houseA","cond6_toolB",-0.00217543998146082,0.0440585682668141,-0.0493760933920182,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",13,"cond4_houseB","cond5_toolA",0.113269040753047,0.0440585682668141,2.57087429775523,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",14,"cond4_houseB","cond6_toolB",0.06069250528122,0.0440585682668141,1.37754147873513,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiC","null",15,"cond5_toolA","cond6_toolB",0.00831489695804844,0.0440585682668141,0.188723721290585,0.0430848019917593,0.0269802527628184,168,9.75865859551145
"regions","roiA","plugin",1,"cond1_faceA","cond2_faceB",0.0441933374398414,0.0762787607270095,0.579366222243737,0.45364394483809,0.103449936222541,168,14.6421571394816
"regions","roiA","plugin",2,"cond1_faceA","cond3_houseA",0.775772988293818,0.139448490089458,5.56315086521304,0.45364394483809,0.103449936222541,168,14.6421571394816
